"Plane Section: Position[X] (m)","Plane Section: Position[Y] (m)"
3.5,2.6369546995870735E-5
3.2700000000000005,2.7449422041571532E-5
3.04,2.782951833296232E-5
2.8100000000000005,2.809007664722604E-5
2.58,2.971117235192394E-5
2.35,3.376718633175545E-5
2.1200000000000006,3.817758456888952E-5
1.8900000000000001,4.157557011022625E-5
1.6600000000000006,4.7811592114756565E-5
1.4300000000000004,5.421076487155548E-5
1.2000000000000004,5.665259972144365E-5
1.1760000000000002,5.584885457095073E-5
1.1520000000000001,5.550203381379597E-5
1.1280000000000001,5.9801085068076016E-5
1.104,6.196634378114992E-5
1.0800000000000005,6.228223151746631E-5
1.056,6.378666082794632E-5
1.032,6.1261723206185E-5
1.008,5.9262935342298435E-5
0.984,6.236526076107375E-5
0.9600000000000001,6.0590583132436125E-5
0.9359999999999999,5.654434301969897E-5
0.9120000000000001,6.046184859869624E-5
0.888,6.038801496581329E-5
0.8640000000000002,5.5451514943833E-5
0.8400000000000003,5.4115651936415205E-5
0.8160000000000003,5.32547677366867E-5
0.7920000000000005,5.333502999395573E-5
0.7680000000000007,5.117710984554858E-5
0.7440000000000007,4.750186066301474E-5
0.7200000000000006,4.478650201046705E-5
0.6960000000000006,4.4149824674473946E-5
0.6720000000000006,4.301640186135116E-5
0.6480000000000006,4.3899636931535964E-5
0.6240000000000006,4.821181521627734E-5
0.6000000000000005,6.448329889697114E-5
0.5760000000000005,1.0357446034546004E-4
0.5520000000000005,2.3058810095964017E-4
0.5280000000000005,5.090686373004031E-4
0.5040000000000004,9.975383663648576E-4
0.4800000000000004,0.0016770222372107983
0.4560000000000004,7.339539023392871E-4
-0.4800000000000001,0.001697254465604904
-0.4559999999999999,7.262221979936809E-4
-0.5040000000000002,0.0010383036446223867
-0.528,5.429095677259148E-4
-0.5519999999999997,2.5283864650875313E-4
-0.5759999999999998,1.1543651301528554E-4
-0.5999999999999999,6.972715542904735E-5
-0.624,5.418144974702558E-5
-0.6479999999999999,4.731654447964989E-5
-0.6719999999999999,4.4531936620137566E-5
-0.696,4.542230610366069E-5
-0.72,4.646652369266844E-5
-0.744,4.847356385600924E-5
-0.768,5.0192872643813665E-5
-0.7919999999999999,5.2653496550105665E-5
-0.8160000000000001,5.342585791040218E-5
-0.84,5.524874376937935E-5
-0.864,5.72364816478761E-5
-0.888,5.803727804289268E-5
-0.912,5.844771677070799E-5
-0.936,5.9329583504005856E-5
