"Plane Section: Position[X] (m)","Plane Section: Position[Y] (m)"
3.5,2.592427362223715E-5
3.2699999999999996,2.669583214925139E-5
3.04,1.5111458440695289E-5
2.8100000000000005,1.3542459585808714E-5
2.58,3.856139143757994E-5
2.35,2.6315277315107138E-5
2.1200000000000006,4.431403063241256E-6
1.8900000000000001,2.1672273756918534E-5
1.6600000000000001,2.4925956267134565E-5
1.4300000000000004,1.2588066389727709E-5
1.2000000000000004,7.733579738607816E-6
1.1760000000000002,8.660040296776727E-6
1.1520000000000001,2.3111080406008162E-5
1.1280000000000001,3.903030541529701E-5
1.104,3.0377261678608087E-5
1.0800000000000005,1.8293180869630643E-5
1.056,1.4520620915055554E-5
1.032,7.102230100516048E-6
1.0080000000000002,5.455497262284864E-6
0.984,2.6400130011881677E-6
0.96,-1.978526927948459E-6
0.936,-4.172072764462411E-6
0.9120000000000001,-5.321078260784543E-6
0.8880000000000001,-7.782746227642844E-6
0.8640000000000002,-1.008333470663863E-5
0.8400000000000003,-1.192625576253918E-5
0.8160000000000003,-1.5126113291451162E-5
0.7920000000000005,-1.8625537318897904E-5
0.7680000000000007,-2.1180892210159903E-5
0.7440000000000007,-2.2694886064199846E-5
0.7200000000000006,-2.528854145906925E-5
0.6960000000000006,-2.8445531315132288E-5
0.6720000000000006,-3.151937536435205E-5
0.6480000000000006,-3.38692108352804E-5
0.6240000000000006,-3.6026138588961254E-5
0.6000000000000005,-3.866320910514182E-5
0.5760000000000005,-4.184476157440432E-5
0.5520000000000005,-4.5533567578502805E-5
0.5280000000000005,-4.9341311500178354E-5
0.5040000000000006,-5.233949561517324E-5
0.4800000000000006,-5.539809450451328E-5
0.4560000000000005,-5.846447574043949E-5
0.4320000000000004,-6.242705893379046E-5
0.40800000000000036,-6.655939005883581E-5
0.38400000000000034,-6.953161224190285E-5
0.3600000000000003,-7.206032344177866E-5
0.3360000000000003,-7.559719169085259E-5
0.3120000000000003,-7.915531579438632E-5
0.2880000000000003,-8.139061964555576E-5
0.26400000000000023,-8.344307536619039E-5
0.24000000000000027,-8.84112887345695E-5
0.21600000000000028,-9.057819676616891E-5
0.19200000000000042,-8.927565841370657E-5
0.1680000000000005,-9.503464118443272E-5
0.14400000000000046,-9.87619711763383E-5
0.12000000000000025,-9.502228087608297E-5
0.09600000000000032,-9.793157908318179E-5
0.07200000000000038,-1.0278398605121546E-4
0.04800000000000036,-9.921997207524159E-5
0.024000000000000563,-9.863319698326964E-5
3.754649750236035E-16,-1.0185534059397661E-4
-0.02399999999999962,-1.0079642044823374E-4
-0.047999999999999696,-9.983359804873772E-5
-0.07199999999999945,-9.875906632549709E-5
-0.0959999999999995,-9.854477931065095E-5
-0.11999999999999961,-9.836322179222561E-5
-0.14399999999999963,-9.337402244983606E-5
-0.16799999999999968,-9.108781655848977E-5
-0.19199999999999967,-9.254038536358664E-5
-0.21599999999999964,-8.909680904213048E-5
-0.23999999999999966,-8.536955455637051E-5
-0.2639999999999997,-8.315508554729376E-5
-0.2879999999999997,-7.978518232471215E-5
-0.3119999999999997,-7.674068440404283E-5
-0.33599999999999974,-7.322570610615174E-5
-0.3599999999999996,-6.777658659397052E-5
-0.38399999999999956,-6.453020512933033E-5
-0.40799999999999964,-6.331837892228692E-5
-0.43199999999999966,-6.329616222764387E-5
-0.4559999999999998,-6.127375135593378E-5
-0.48,-4.714435490054997E-5
-0.504,-4.519328798809606E-5
-0.528,-5.3790291254107595E-5
-0.5519999999999998,-4.51910587774885E-5
-0.5759999999999998,-3.690499513252514E-5
-0.5999999999999999,-3.633458673884269E-5
-0.624,-3.269635756777056E-5
-0.6479999999999999,-3.100245674644061E-5
-0.6719999999999999,-2.5494090291061774E-5
-0.696,-2.1536101089234807E-5
-0.72,-2.354770069903315E-5
-0.744,-2.0535748594109572E-5
-0.768,-1.5819275706817E-5
-0.7919999999999999,-1.2197020821285483E-5
-0.8160000000000001,-1.0601167190249115E-5
-0.84,-1.0890827038634353E-5
-0.864,-8.380124503235518E-6
-0.888,-5.992733979180839E-6
-0.9119999999999999,-3.682474378976716E-6
-0.936,-8.821611794211648E-7
-0.9600000000000001,1.4622374512080361E-6
-0.984,2.782498764242365E-6
-1.008,5.15918554799084E-6
-1.032,7.103459735742371E-6
-1.056,1.153880690677486E-5
-1.08,1.4226526402246658E-5
-1.104,1.4772118334973033E-5
-1.128,1.7770913915144152E-5
-1.1520000000000001,1.9411332758680847E-5
-1.1760000000000002,2.6485149585051947E-5
-1.2000000000000002,1.858461535577424E-5
-1.4300000000000002,1.7505602963424323E-5
-1.6599999999999997,2.7100423443233773E-5
-1.89,2.4847268193909505E-5
-2.12,2.4944701520338616E-5
-2.3499999999999996,1.7431637848000156E-5
-2.58,1.7482447443155098E-5
-2.8099999999999996,3.0410755861096832E-5
-3.04,2.1757047224316324E-5
-3.27,1.6073998736758355E-5
-3.5,2.3867756242188128E-5
